Pse_mes,Pse_def
0.3,0.5
0.3,0.5
0.3,0.5
0.288342610529552,0.5
0.25121669704626,0.5
0.302,0.5
0.245941646,0.5
0.157394693,0.5
0.3,0.5
0.3,0.5
0.3,0.5
0.288342610529552,0.5
0.25121669704626,0.5
0.302,0.5
0.245941646,0.5
0.157394693,0.5
